Fire Number;Incident Name;Fire Start Date;Initial Report Date;Fire Out Date;Region;Zone;County;Municipality;Cause;NFFL Fuel Model;Complex Type;Acreage;Latitude;Longitude;Ownership;State Land Unit Name;Total;Fatalities;Injuries;Homes Lost;Homes Threatened;Other Structures Lost;Other Structures Threatened;Reporting Ranger;Fire Report Method;Railroad Name;Location 1
NYS-2018-0043;Campbell Rd Fire;05/02/2018;05/02/2018;05/03/2018;3;3A;ULSTER;WAWARSING;Miscellaneous; 6 - Brush - Mixed/Regeneration;5;1;41.85198;-74.45948;Private Property;none;0;0;0;0;0;0;0;Kreft,Howard K;911 Dispatch;;(41.85198, -74.45948)
NYS-2018-0042;Hague Road;05/02/2018;05/02/2018;05/03/2018;5;5E;WARREN;HAGUE;Power line; 6 - Brush - Mixed/Regeneration;5;0.8;43.77905;-73.55506;Private Property;;0;0;0;0;0;0;0;Martin,Jamison M;911 Dispatch;;(43.77905, -73.55506)
NYS-2018-0041;Hanyon Fire;05/02/2018;05/02/2018;05/06/2018;8;8A;STEUBEN;CANISTEO;Power line; 9 - Timber - Medium Hardwood Litter;4;43.6;42.25547;-77.50218;Private Property;;0;0;1;0;0;0;0;Staples,Anne M;911 Dispatch;;(42.25547, -77.50218)
NYS-2018-0040;Louise E. Keir WMA Rx ;05/02/2018;05/02/2018;05/03/2018;4;4A;ALBANY;COEYMANS;Prescribed Fire; 8 - Timber - Light Hardwood Litter;5;14.7;42.5139;-73.89545;Wildlife Management Area;Louise E. Keir WMA;0;0;0;0;0;0;0;Nally,David X;Supervisor;;(42.5139, -73.89545)
NYS-2018-0039;Woodward Fire;05/02/2018;05/02/2018;05/03/2018;8;8A;STEUBEN;ADDISON;Power line; 9 - Timber - Medium Hardwood Litter;4;0.5;42.10806;-77.21365;Private Property;;0;0;0;0;0;0;0;Staples,Anne M;911 Dispatch;;(42.10806, -77.21365)
NYS-2018-0038;Hoag Rd Fire;05/01/2018;05/01/2018;05/01/2018;9;9A;CHAUTAUQUA;HARMONY;Debris Burning; 6 - Brush - Mixed/Regeneration;5;0.5;42.17228;-79.43687;Private Property;;0;0;0;0;0;0;0;Robitaille,Zachary L;Fire Department;;(42.17228, -79.43687)
NYS-2018-0037;Reinstein Preserve Fire;05/01/2018;05/01/2018;05/02/2018;9;9A;ERIE;CHEEKTOWAGA;Power line; 2 - Grass - Understory;5;0.1;42.88937;-78.71845;State Forest/RF Area;Reinstein Preserve ;0;0;0;0;0;0;0;Kennedy,John S;DEC Dispatch;;(42.88937, -78.71845)
NYS-2018-0036;Linus Pond RX;05/01/2018;05/01/2018;05/01/2018;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 3 - Grass - Heavy;5;2;40.536;-72.49;State Forest/RF Area;Peconic Headwaters;0;0;0;0;0;0;0;Gallagher,Bryan ;Ranger Patrol;;(40.536, -72.49)
NYS-2018-0035;Trilium Fire;04/30/2018;04/30/2018;04/30/2018;8;8A;STEUBEN;AVOCA;Power line; 8 - Timber - Light Hardwood Litter;5;4.5;42.45427;-77.45561;Private Property;;0;0;0;0;0;0;0;Carpenter,Timothy J;911 Dispatch;;(42.45427, -77.45561)
NYS-2018-0034;Three Rivers RX-Block G;04/30/2018;04/30/2018;04/30/2018;7;7A;ONONDAGA;LYSANDER;Prescribed Fire; 1 - Grass - Light;4;17;43.18121;-76.32827;Wildlife Management Area;Three Rivers Wildlife ;0;0;0;0;0;0;0;Jackson,Scott ;DEC Dispatch;;(43.18121, -76.32827)
NYS-2018-0033;Cameron Meadows RX;04/30/2018;04/30/2018;04/30/2018;8;8A;STEUBEN;CAMERON;Prescribed Fire; 3 - Grass - Heavy;5;13.5;42.21608;-77.40562;State Forest/RF Area;Cameron State Forest;0;0;0;0;0;0;0;Carpenter,Timothy J;DEC Dispatch;;(42.21608, -77.40562)
NYS-2018-0032;Mudge Creek Fire;04/23/2018;04/23/2018;04/23/2018;8;8A;WAYNE;HURON;Debris Burning; 8 - Timber - Light Hardwood Litter;5;0.1;43.26745;-76.8864;Wildlife Management Area;Lakeshore Marshes: East Bay Unit;0;0;0;0;0;0;0;Wickens,Ryan A;Landowner;;(43.26745, -76.8864)
NYS-2018-0031;Onteora Fire;04/23/2018;04/26/2018;04/26/2018;3;3A;ULSTER;KINGSTON;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;41.98378;-74.08103;Forest Preserve;Blue Stone Wild Forest;0;0;0;0;0;0;0;Martin,Russell P;Ranger Patrol;;(41.98378, -74.08103)
NYS-2018-0030;Mount Laurel Fire;04/24/2018;04/24/2018;04/25/2018;3;3A;ULSTER;ROCHESTER;Equipment; 8 - Timber - Light Hardwood Litter;5;4;41.81111;-74.33147;Private Property;;0;0;0;0;0;0;0;Martin,Russell P;Supervisor;;(41.81111, -74.33147)
NYS-2018-0029;Wilson Hill Fire;04/23/2018;04/23/2018;04/23/2018;7;7A;BROOME;TRIANGLE;Smoking; 3 - Grass - Heavy;5;3.5;42.36271;-75.87896;Private Property;;0;0;0;0;0;1;0;Burkholder,Michael W;911 Dispatch;;(42.36271, -75.87896)
NYS-2018-0028;Kunz Road ;04/24/2018;04/24/2018;04/24/2018;5;5D;FULTON;BROADALBIN;Debris Burning; 8 - Timber - Light Hardwood Litter;5;0.3;43.08332;-74.14935;Private Property;;0;0;0;0;0;0;0;Goetke,Anthony G;911 Dispatch;;(43.08332, -74.14935)
NYS-2018-0027;Shawangunk Grassland RX ;04/24/2018;04/24/2018;04/25/2018;3;3B;ULSTER;SHAWANGUNK;Prescribed Fire; 1 - Grass - Light;4;242.3;41.64373;-74.20667;Federal Lands;;0;0;0;0;0;0;0;Lee,Patrick L;DEC Dispatch;;(41.64373, -74.20667)
NYS-2018-0026;Pump Station Rx;04/24/2018;04/24/2018;04/24/2018;8;8A;STEUBEN;CAMERON;Prescribed Fire; 3 - Grass - Heavy;5;11.9;42.1924;-77.37222;State Forest/RF Area;Cameron Mills SF;0;0;0;0;0;0;0;Carpenter,Timothy J;DEC Dispatch;;(42.1924, -77.37222)
NYS-2018-0025;Merring Road Fire;04/23/2018;04/23/2018;04/23/2018;8;8A;STEUBEN;RATHBONE;Equipment; 8 - Timber - Light Hardwood Litter;5;9.8;42.11421;-77.36518;Private Property;;0;0;0;0;0;0;0;Dormer,Patrick G;911 Dispatch;;(42.11421, -77.36518)
NYS-2018-0024;Pettersen Fire;04/23/2018;04/23/2018;04/25/2018;7;7A;BROOME;SANFORD;Debris Burning; 8 - Timber - Light Hardwood Litter;5;9.6;42.01316;-75.45074;Private Property;;0;0;0;0;0;0;0;Seeley,Jason J;Fire Department;;(42.01316, -75.45074)
NYS-2018-0023;Gonzaga Park;04/23/2018;04/23/2018;04/24/2018;3;3B;ORANGE;MONROE;Campfire; 9 - Timber - Medium Hardwood Litter;5;2.4;41.36208;-74.16692;Other Government;;0;0;0;0;0;0;0;Lee,Patrick L;Other;;(41.36208, -74.16692)
NYS-2018-0022;Never Alone Fire;04/23/2018;04/23/2018;04/24/2018;3;3A;ULSTER;MARBLETOWN;Power line; 2 - Grass - Understory;5;2;41.92318;-74.13094;Private Property;;0;0;0;0;0;0;0;Martin,Russell P;911 Dispatch;;(41.92318, -74.13094)
NYS-2018-0021;Pipeline Fire;04/23/2018;04/23/2018;04/25/2018;3;3B;SULLIVAN;FREMONT;Campfire; 8 - Timber - Light Hardwood Litter;5;4.9;41.8603;-75.10574;Private Property;;0;0;0;0;0;0;0;Franke Jr,Richard D;911 Dispatch;;(41.8603, -75.10574)
NYS-2018-0020;Helmer Creek Rx Burn;04/23/2018;04/23/2018;04/23/2018;8;8A;STEUBEN;RATHBONE;Prescribed Fire; 3 - Grass - Heavy;5;44.9;42.18057;-77.35151;Wildlife Management Area;Helmer Creek WMA;0;0;0;0;0;0;0;Carpenter,Timothy J;DEC Dispatch;;(42.18057, -77.35151)
NYS-2018-0019;Lanape Lake Fire;04/22/2018;04/22/2018;04/23/2018;3;3B;SULLIVAN;LIBERTY;Power line; 8 - Timber - Light Hardwood Litter;5;6.9;41.86574;-74.82442;Private Property;;0;0;0;0;0;0;0;Franke Jr,Richard D;911 Dispatch;;(41.86574, -74.82442)
NYS-2018-0018;Gallup ;04/22/2018;04/22/2018;04/22/2018;5;5F;SARATOGA;NORTHUMBERLAND;Debris Burning; 8 - Timber - Light Hardwood Litter;5;0.6;43.20866;-73.65226;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(43.20866, -73.65226)
NYS-2018-0017;Rail Trail Fire;04/21/2018;04/21/2018;04/23/2018;3;3B;SULLIVAN;FALLSBURGH;Smoking; 8 - Timber - Light Hardwood Litter;5;2.7;41.69481;-74.53432;Private Property;Private Property;0;0;0;0;0;0;0;Baker,Callee C;DEC Dispatch;;(41.69481, -74.53432)
NYS-2018-0016;Forest Lake Road 1;04/21/2018;04/21/2018;04/21/2018;5;5E;WARREN;WARRENSBURG;Campfire; 1 - Grass - Light;5;0.5;43.56686;-73.78022;Private Property;;0;0;0;0;0;0;0;Donegan,Evan F;911 Dispatch;;(43.56686, -73.78022)
NYS-2018-0014;5 A South Fire;04/20/2018;04/20/2018;04/21/2018;1;1A;SUFFOLK;BABYLON;Incendiary; 6 - Brush - Mixed/Regeneration;5;0.5;40.77338;-73.3007;Unique Area;Edgewood Oak Brush Plains ;0;0;0;0;0;0;0;Rusher IV,John J;911 Dispatch;;(40.77338, -73.3007)
NYS-2018-0013;Perry Fire ;04/14/2018;04/14/2018;04/14/2018;3;3B;SULLIVAN;BETHEL;Debris Burning; 1 - Grass - Light;5;1.5;41.7272;-74.89121;Private Property;;0;0;0;0;0;0;0;Franke Jr,Richard D;911 Dispatch;;(41.7272, -74.89121)
NYS-2018-0012;Tivoli Gully Fire;04/14/2018;04/14/2018;04/16/2018;3;3B;DUTCHESS;RED HOOK;Incendiary; 8 - Timber - Light Hardwood Litter;5;0.3;42.03465;-73.90917;Wildlife Management Area;Tivoli Bays WMA;0;0;0;0;0;0;0;Hanno,Lincoln N;911 Dispatch;;(42.03465, -73.90917)
NYS-2018-0011;Planter Bed RX;04/14/2018;04/14/2018;04/14/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 1 - Grass - Light;5;1;42.71858;-73.86431;Private Property;Albany Pine Bush;0;0;0;0;0;0;0;Bills,Aimee T;DEC Dispatch;;(42.71858, -73.86431)
NYS-2018-0010;West Hill RX Fire;04/13/2018;04/13/2018;04/13/2018;8;8A;STEUBEN;HORNBY;Prescribed Fire; 3 - Grass - Heavy;5;4;42.22474;-77.08691;State Forest/RF Area;West Hill ;0;0;0;0;0;0;0;Carpenter,Timothy J;Ranger Patrol;;(42.22474, -77.08691)
NYS-2018-0009;Chainsaw and Custer's Knob Rx;04/11/2018;04/11/2018;04/11/2018;4;4A;ALBANY;ALBANY;Prescribed Fire; 2 - Grass - Understory;5;28.9;42.70815;-73.89581;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Bills,Aimee T;Ranger Patrol;;(42.70815, -73.89581)
NYS-2018-0008;Hyde Park Fire;04/10/2018;04/10/2018;04/10/2018;3;3B;DUTCHESS;HYDE PARK;Debris Burning; 1 - Grass - Light;5;0.1;41.79925;-73.89263;Private Property;;0;0;0;0;0;0;0;Hanno,Lincoln N;911 Dispatch;;(41.79925, -73.89263)
NYS-2018-0007;Salem Arts Work;04/09/2018;04/09/2018;04/09/2018;5;5F;WASHINGTON;SALEM;Children; 8 - Timber - Light Hardwood Litter;5;2.5;41.17538;-73.34393;Private Property;;0;0;0;0;0;0;0;Quinn,Logan T;911 Dispatch;;(41.17538, -73.34393)
NYS-2018-0006;Shield Fire;04/09/2018;04/09/2018;04/09/2018;5;5F;SARATOGA;MOREAU;Equipment; 8 - Timber - Light Hardwood Litter;1;0.1;43.24801;-73.72863;OPR&HP (State Parks);Moreau Lake State Park;0;0;0;0;0;0;0;Hess,Joseph C;Sheriff;;(43.24801, -73.72863)
NYS-2018-0005;Pilgrim Fire;03/31/2018;03/31/2018;03/31/2018;1;1A;SUFFOLK;ISLIP;Incendiary;12 - Slash - Medium;5;0.3;40.7857;-73.28523;Other Government;Pilgrim State Psychiatric Center;0;0;0;0;0;0;0;Rusher IV,John J;Fire Department;;(40.7857, -73.28523)
NYS-2018-0004;West Road Fire ;03/27/2018;03/27/2018;03/27/2018;5;5F;WASHINGTON;FORT ANN;Miscellaneous; 1 - Grass - Light;5;1;43.445;-73.51277;Private Property;;0;0;0;0;0;0;0;Quinn,Logan T;911 Dispatch;;(43.445, -73.51277)
NYS-2018-0003;Killian High Falls ;03/27/2018;03/27/2018;03/28/2018;4;4A;GREENE;CATSKILL;Debris Burning; 8 - Timber - Light Hardwood Litter;5;1;42.18617;-73.94196;Private Property;;0;0;0;0;0;0;0;Nelson,Christine X;911 Dispatch;;(42.18617, -73.94196)
NYS-2018-0002;Chemung Feeder Canal ;03/26/2018;03/26/2018;03/27/2018;8;8A;STEUBEN;CORNING;Power line; 1 - Grass - Light;4;13.6;42.13467;-76.97929;Private Property;;0;0;0;0;0;0;0;Staples,Anne M;911 Dispatch;;(42.13467, -76.97929)
NYS-2018-0001;Cork Road;02/27/2018;02/27/2018;02/27/2018;8;8A;ONTARIO;VICTOR;Equipment; 1 - Grass - Light;5;3;42.98768;-77.44182;Private Property;;0;0;0;0;0;0;0;Dormer,Patrick G;911 Dispatch;;(42.98768, -77.44182)
NYS-2017-0086;Axlegrease Rx;12/08/2017;12/08/2017;12/08/2017;4;4A;ALBANY;COLONIE;Prescribed Fire; 3 - Grass - Heavy;5;14.3;42.73869;-73.88825;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Nally,David X;Ranger Patrol;;(42.73869, -73.88825)
NYS-2017-0085;Ignite Rx;11/30/2017;11/30/2017;11/30/2017;4;4A;ALBANY;COLONIE;Prescribed Fire; 1 - Grass - Light;5;8.7;42.74352;-73.89864;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Nally,David X;DEC Dispatch;;(42.74352, -73.89864)
NYS-2017-0084;Redgate Road Fire;11/21/2017;11/21/2017;11/24/2017;5;5F;WASHINGTON;JACKSON;Miscellaneous; 8 - Timber - Light Hardwood Litter;5;3;43.09096;-73.35288;Private Property;Private Property;0;0;0;0;0;0;0;Bodnar,Michael J;911 Dispatch;;(43.09096, -73.35288)
NYS-2017-0083;2017 NYWIMA River Rd Rx Burn;10/27/2017;10/27/2017;10/27/2017;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 1 - Grass - Light;5;8.5;40.90727;-72.76001;State Forest/RF Area;Otis Pike Preserve;0;0;0;0;0;0;0;Carpenter,Timothy J;Other;;(40.90727, -72.76001)
NYS-2017-0082;Lick Springs Road ;10/25/2017;10/25/2017;10/27/2017;5;5F;WASHINGTON;GREENWICH;Debris Burning; 8 - Timber - Light Hardwood Litter;5;0.1;43.12551;-73.529;Private Property;;0;0;0;0;0;0;0;Goetke,Anthony G;911 Dispatch;;(43.12551, -73.529)
NYS-2017-0081;Stevens' Farm Garbage Fire;10/24/2017;10/24/2017;10/25/2017;5;5F;WASHINGTON;WHITEHALL;Debris Burning; 5 - Brush - Continuous but Light;5;0.1;43.49886;-73.35947;Private Property;;0;0;0;0;0;0;0;Quinn,Logan T;911 Dispatch;;(43.49886, -73.35947)
NYS-2017-0080;Thomas Mt;10/23/2017;10/23/2017;10/25/2017;5;5E;WARREN;BOLTON;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.59913;-73.70982;Forest Preserve;Cat and Thomas Mountain ;0;0;0;0;0;0;0;Deslauriers,Jacob P;DEC Dispatch;;(43.59913, -73.70982)
NYS-2017-0079;Middle Branch Fire;10/22/2017;10/22/2017;10/29/2017;6;6C;HERKIMER;OHIO;Lightning; 4 - Brush - Heavy/Volatile;5;2.8;43.5454;-74.85903;Conservation Easement;JP Lewis Cons Easement;500;0;0;0;0;0;0;Coscomb,Robert ;911 Dispatch;;(43.5454, -74.85903)
NYS-2017-0078;Abanakee Narrows;10/22/2017;10/22/2017;10/22/2017;5;5D;HAMILTON;INDIAN LAKE;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.1;43.77633;-74.24469;Forest Preserve;Blue Mountain Wild Forest ;0;0;0;0;0;0;0;Lomnitzer,Bruce D;911 Dispatch;;(43.77633, -74.24469)
NYS-2017-0077;Acra Point Fire;10/22/2017;10/22/2017;10/23/2017;4;4A;GREENE;WINDHAM;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.1;42.29976;-74.10619;Forest Preserve;Windham Blackhead ;0;0;0;0;0;0;0;Breigle,Jeffrey ;911 Dispatch;;(42.29976, -74.10619)
NYS-2017-0076;South Shore Rd;10/21/2017;10/21/2017;10/27/2017;5;5F;SARATOGA;EDINBURG;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.25195;-74.05317;Private Property;;0;0;0;0;0;0;0;Goetke,Anthony G;911 Dispatch;;(43.25195, -74.05317)
NYS-2017-0075;Truck Stop;10/21/2017;10/21/2017;10/21/2017;5;5A;FRANKLIN;HARRIETSTOWN;Smoking; 8 - Timber - Light Hardwood Litter;5;0.3;44.24629;-74.35413;Forest Preserve;Saranac Lake Wild Forest ;0;0;0;0;0;0;0;Balerno,Jeffrey ;911 Dispatch;;(44.24629, -74.35413)
NYS-2017-0074;Clark Fire ;10/21/2017;10/21/2017;10/21/2017;5;5A;FRANKLIN;HARRIETSTOWN;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;0.1;44.35702;-74.27767;Private Property;;0;0;0;0;0;0;0;Balerno,Jeffrey ;911 Dispatch;;(44.35702, -74.27767)
NYS-2017-0073;Bill Stahl Fire;10/20/2017;10/20/2017;10/20/2017;4;4B;DELAWARE;MIDDLETOWN;Debris Burning; 8 - Timber - Light Hardwood Litter;5;1.6;42.2087;-74.63918;Private Property;;0;0;0;0;0;0;0;McCartney,Dylan T;DEC Dispatch;;(42.2087, -74.63918)
NYS-2017-0072;Houndsville Rd Fire;10/19/2017;10/19/2017;10/19/2017;5;5B;FRANKLIN;MALONE;Campfire; 8 - Timber - Light Hardwood Litter;5;0.9;44.88073;-74.26037;Private Property;;0;0;0;0;0;0;0;Gliddi,Thomas ;911 Dispatch;;(44.88073, -74.26037)
NYS-2017-0071;Smith Road Fire  ;10/15/2017;10/15/2017;10/15/2017;5;6A;ST LAWRENCE;BRASHER;Debris Burning;10 - Timber  - Heavy Litter/Downed Fuels;5;0.3;44.87724;-74.67255;State Forest/RF Area;Brasher State Forest ;0;0;0;0;0;0;0;Benzel,William ;911 Dispatch;;(44.87724, -74.67255)
NYS-2017-0070;Sherwood Forest RX;10/04/2017;10/04/2017;10/06/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 2 - Grass - Understory;5;6.5;42.71316;-73.86414;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Breigle,Jeffrey ;Ranger Patrol;;(42.71316, -73.86414)
NYS-2017-0069;Fish and Game Fire;10/03/2017;10/03/2017;10/06/2017;4;4B;OTSEGO;DECATUR;Structure; 9 - Timber - Medium Hardwood Litter;5;8.2;42.65081;-74.67751;Private Property;;0;0;0;0;0;0;0;Seeley,Jason J;911 Dispatch;;(42.65081, -74.67751)
NYS-2017-0068;Mallet Pond Fire;10/03/2017;10/03/2017;10/08/2017;4;4B;SCHOHARIE;SUMMIT;Campfire; 8 - Timber - Light Hardwood Litter;5;0.5;42.59358;-74.52109;State Forest/RF Area;Mallet Pond;0;0;0;0;0;0;0;Milano,Melissa L;Sheriff;;(42.59358, -74.52109)
NYS-2017-0067;Frizzle Fry Rx;10/03/2017;10/03/2017;10/05/2017;4;4A;ALBANY;COLONIE;Prescribed Fire; 2 - Grass - Understory;5;24.3;42.71988;-73.86195;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Nally,David X;DEC Dispatch;;(42.71988, -73.86195)
NYS-2017-0066;Lake Shore Point Fire;09/29/2017;09/29/2017;09/30/2017;5;5F;WASHINGTON;FORT ANN;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.55854;-73.61299;Forest Preserve;Lake George Wild Forest;0;0;0;0;0;0;0;Quinn,Logan T;911 Dispatch;;(43.55854, -73.61299)
NYS-2017-0065;High Street Fire;09/27/2017;09/27/2017;09/27/2017;5;5E;WARREN;THURMAN;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;0.1;43.48056;-73.88464;Private Property;;0;0;0;0;0;0;0;Kabrehl,Charles J;911 Dispatch;;(43.48056, -73.88464)
NYS-2017-0064;Cedar River  Fire;09/23/2017;09/23/2017;09/23/2017;5;5D;HAMILTON;INDIAN LAKE;Campfire; 5 - Brush - Continuous but Light;5;0.1;43.78373;-74.29179;Private Property;;0;0;0;0;0;0;0;Lomnitzer,Bruce D;911 Dispatch;;(43.78373, -74.29179)
NYS-2017-0063;Hoopla Test Fire;09/22/2017;09/22/2017;09/22/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 8 - Timber - Light Hardwood Litter;5;7.6;42.70535;-73.84032;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Milano,Melissa L;Ranger Patrol;;(42.70535, -73.84032)
NYS-2017-0062;Little Tupper Fire;09/22/2017;09/22/2017;09/25/2017;5;5A;HAMILTON;LONG LAKE;Campfire; 6 - Brush - Mixed/Regeneration;5;0.5;44.04254;-74.61642;Forest Preserve;Whitney Wilderness;0;0;0;0;0;0;0;Zurek,Robert ;Other;;(44.04254, -74.61642)
NYS-2017-0061;Chainsaw RX;09/12/2017;09/12/2017;09/13/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 6 - Brush - Mixed/Regeneration;5;16.7;42.70782;-73.89047;Unique Area;Albany Pine Bush;0;0;0;0;0;0;0;Bink,Joseph L;DEC Dispatch;;(42.70782, -73.89047)
NYS-2017-0060;BNL Northeast Unit C,  Part 2;09/11/2017;09/11/2017;09/15/2017;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 6 - Brush - Mixed/Regeneration;4;7.5;40.88326;-72.84853;Other Government;Not applicable;0;0;0;0;0;0;0;Gallagher,Bryan ;Other;;(40.88326, -72.84853)
NYS-2017-0059;Scofield Ridge Fire;09/01/2017;09/01/2017;09/06/2017;3;3B;PUTNAM;PHILIPSTOWN;Campfire; 8 - Timber - Light Hardwood Litter;5;1;41.48446;-73.93555;OPR&HP (State Parks);Hudson Highlands State Park;0;0;0;0;0;0;0;Hanno,Lincoln N;911 Dispatch;;(41.48446, -73.93555)
NYS-2017-0058;Indian Lake Islands Fire;07/10/2017;07/10/2017;07/10/2017;5;5D;HAMILTON;INDIAN LAKE;Campfire; 6 - Brush - Mixed/Regeneration;5;0.1;43.66253;-74.34607;Forest Preserve;Indian Lake Islands Campground;0;0;0;0;0;0;0;Lomnitzer,Bruce D;Other;;(43.66253, -74.34607)
NYS-2017-0057;G Fire Rx;07/10/2017;07/10/2017;07/10/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 5 - Brush - Continuous but Light;5;7.3;42.70006;-73.87117;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;O'Connor,Hannah R;DEC Dispatch;;(42.70006, -73.87117)
NYS-2017-0056;BNL Northeast Unit C RX;06/22/2017;06/22/2017;06/24/2017;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 6 - Brush - Mixed/Regeneration;4;13;40.8837;-72.8502;Federal Lands;Brookhaven National Lab;0;0;0;0;0;0;0;Gallagher,Bryan ;Other;;(40.8837, -72.8502)
NYS-2017-0055;Bay Road;06/14/2017;06/14/2017;06/16/2017;5;5E;WARREN;QUEENSBURY;Debris Burning; 6 - Brush - Mixed/Regeneration;5;0.2;43.42761;-73.65312;Private Property;;0;0;0;0;0;0;0;Donegan,Evan F;911 Dispatch;;(43.42761, -73.65312)
NYS-2017-0054;BNL Northeast Unit D Rx;06/12/2017;06/12/2017;06/14/2017;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 9 - Timber - Medium Hardwood Litter;4;8.4;40.88182;-72.84967;Federal Lands;Brookhaven National Lab;0;0;0;0;0;0;0;Gallagher,Bryan ;Other;;(40.88182, -72.84967)
NYS-2017-0053;Toast Rx;06/12/2017;06/12/2017;06/12/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 6 - Brush - Mixed/Regeneration;5;18.9;42.71346;-73.86428;Other Government;Albany Pinebush;0;0;0;0;0;0;0;McCartney,Dylan T;DEC Dispatch;;(42.71346, -73.86428)
NYS-2017-0052;Ruprick Rd ;06/11/2017;06/11/2017;06/13/2017;6;6B;LEWIS;NEW BREMEN;Power line; 3 - Grass - Heavy;5;0.6;43.838;-75.33198;Private Property;N/A ;0;0;0;0;0;0;0;Evans,Luke ;911 Dispatch;;(43.838, -75.33198)
NYS-2017-0051;New Schaghticoke Fire;05/17/2017;05/17/2017;05/22/2017;3;3B;DUTCHESS;DOVER;Miscellaneous; 9 - Timber - Medium Hardwood Litter;4;30;41.69922;-73.5158;Federal Lands;;0;0;0;0;0;0;0;Scherry,Stephen M;Other;;(41.69922, -73.5158)
NYS-2017-0050;Perch Island ;05/20/2017;05/20/2017;05/21/2017;5;5E;WARREN;BOLTON;Campfire; 2 - Grass - Understory;5;0.1;43.55066;-73.61254;Forest Preserve;Lake George Wild Forest;0;0;0;0;0;0;0;Donegan,Evan F;DEC Dispatch;;(43.55066, -73.61254)
NYS-2017-0049;1702 Dewey Ave;05/20/2017;05/20/2017;05/20/2017;9;9A;CHAUTAUQUA;KIANTONE;Campfire; 8 - Timber - Light Hardwood Litter;5;1;42.07022;-79.22253;Private Property;;0;0;0;0;0;0;0;Robitaille,Zachary L;Fire Department;;(42.07022, -79.22253)
NYS-2017-0048;Old Saratoga Road;05/19/2017;05/19/2017;05/19/2017;5;5F;SARATOGA;MOREAU;Power line; 8 - Timber - Light Hardwood Litter;5;0.3;43.21453;-73.72987;Private Property;N/A;0;0;0;0;0;0;0;Hess,Joseph C;DEC Dispatch;;(43.21453, -73.72987)
NYS-2017-0047;West Overlook RX;05/18/2017;05/18/2017;05/18/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 2 - Grass - Understory;5;1.2;42.71842;-73.86525;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Milano,Melissa L;Other;;(42.71842, -73.86525)
NYS-2017-0046;Oakley Fire ;05/17/2017;05/17/2017;05/17/2017;4;4B;SCHOHARIE;JEFFERSON;Power line; 7 - Brush - Understory;5;0.2;42.43998;-74.63231;Private Property;;0;0;0;0;0;0;0;McCartney,Dylan T;911 Dispatch;;(42.43998, -74.63231)
NYS-2017-0045;Albany Pine Bush RX;05/17/2017;05/17/2017;05/17/2017;4;4A;ALBANY;ALBANY;Prescribed Fire; 2 - Grass - Understory;5;21;42.71794;-73.85782;Other Government;Albany Pine Bush ;0;0;0;0;0;0;0;O'Connor,Hannah R;Other;;(42.71794, -73.85782)
NYS-2017-0044;Currans Field RX;05/09/2017;05/09/2017;05/09/2017;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 3 - Grass - Heavy;4;80.6;40.90288;-72.92829;State Forest/RF Area;Rocky Point Pine Barrens State ;0;0;0;0;0;0;0;Gallagher,Bryan ;DEC Dispatch;;(40.90288, -72.92829)
NYS-2017-0043;Whiskey Field Rx;05/08/2017;05/08/2017;05/08/2017;1;1A;SUFFOLK;BROOKHAVEN;Prescribed Fire; 1 - Grass - Light;4;32.2;40.90924;-72.94538;State Forest/RF Area;Rocky Point Pine Barrens State ;0;0;0;0;0;0;0;Gallagher,Bryan ;Ranger Patrol;;(40.90924, -72.94538)
