Fire Number;Incident Name;Fire Start Date;Initial Report Date;Fire Out Date;Region;Zone;County;Municipality;Cause;NFFL Fuel Model;Complex Type;Acreage;Latitude;Longitude;Ownership;State Land Unit Name;Total;Fatalities;Injuries;Homes Lost;Homes Threatened;Other Structures Lost;Other Structures Threatened;Reporting Ranger;Fire Report Method;Railroad Name;Location 1
NYS-2013-0143;Orangeburg Fire;11/14/2013;11/14/2013;11/27/2013;3;3B;ROCKLAND;ORANGETOWN;Campfire; 9 - Timber - Medium Hardwood Litter;3;363;41.0527;-73.93986;Other Government;NA;0;0;0;0;0;0;0;Tyrrell,Gregory ;DEC Dispatch;;(41.0527, -73.93986)
NYS-2013-0142;Torne Mt. Fire;10/28/2013;10/28/2013;11/06/2013;3;3B;ROCKLAND;RAMAPO;Campfire; 9 - Timber - Medium Hardwood Litter;5;45;41.15066;-74.16353;OPR&HP (State Parks);Harriman State Park;0;0;0;0;0;0;0;Tyrrell,Gregory ;Landowner;;(41.15066, -74.16353)
NYS-2013-0141;Flaggy Meadow Fire;10/25/2013;10/25/2013;11/06/2013;3;3B;ROCKLAND;STONY POINT;Campfire; 9 - Timber - Medium Hardwood Litter;5;25;41.2563;-74.06214;OPR&HP (State Parks);Harriman State Park;0;0;0;0;0;0;0;Tyrrell,Gregory ;Landowner;;(41.2563, -74.06214)
NYS-2013-0140;Blue Point Road Fire;11/12/2013;11/12/2013;11/15/2013;3;3B;ULSTER;LLOYD;Railroad; 8 - Timber - Light Hardwood Litter;5;3;41.69271;-73.95128;Other Not Classified;;0;0;0;0;0;0;0;Mecus,Robert ;Fire Department;CSX Railroad;(41.69271, -73.95128)
NYS-2013-0139;Island Pond;11/09/2013;11/10/2013;11/27/2013;3;3B;ORANGE;TUXEDO;Campfire; 9 - Timber - Medium Hardwood Litter;5;58;41.24937;-74.13843;OPR&HP (State Parks);Harriman State Park;0;0;0;0;0;0;0;Slingerland,David ;DEC Dispatch;;(41.24937, -74.13843)
NYS-2013-0138;Wading River Manor Road Fire;11/06/2013;11/06/2013;11/08/2013;1;1A;SUFFOLK;RIVERHEAD;Incendiary; 8 - Timber - Light Hardwood Litter;5;0.1;40.89249;-72.82048;State Forest/RF Area;Otis Pike Preserve;0;0;0;0;0;0;0;Lunt,Chester A;Fire Department;;(40.89249, -72.82048)
NYS-2013-0137;Alley Cat & Antelope Unit RX;11/06/2013;11/06/2013;11/07/2013;4;4A;ALBANY;GUILDERLAND;Prescribed Fire; 4 - Brush - Heavy/Volatile;5;35;42.72986;-73.8813;Other Government;Albany Pine Bush Preserve;0;0;0;0;0;0;0;Henry,William ;Ranger Patrol;;(42.72986, -73.8813)
NYS-2013-0136;Francis Lake Fire;11/05/2013;11/05/2013;11/08/2013;5;5D;HAMILTON;INDIAN LAKE;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.5;43.47314;-74.11436;Forest Preserve;Hudson River Gorge;0;0;0;0;0;0;0;Miller,Gary W;Landowner;;(43.47314, -74.11436)
NYS-2013-0135;Bethpage Range Fire;11/04/2013;11/04/2013;11/11/2013;1;1A;NASSAU;OYSTER BAY;Incendiary; 8 - Timber - Light Hardwood Litter;5;2.6;40.7481;-73.44099;OPR&HP (State Parks);Beth Page State Park ;0;0;0;0;0;0;0;Lunt,Chester A;Fire Department;;(40.7481, -73.44099)
NYS-2013-0134;Old Post Road Fire;10/29/2013;10/29/2013;10/31/2013;3;3B;ULSTER;ESOPUS;Smoking; 8 - Timber - Light Hardwood Litter;3;11.8;41.82291;-74.02596;Private Property;;0;0;0;0;0;0;0;Nelson,Christine X;DEC Dispatch;;(41.82291, -74.02596)
NYS-2013-0133;Line Rd Prescribed Fire;10/29/2013;10/29/2013;10/30/2013;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 1 - Grass - Light;5;9;40.90275;-72.81406;Unique Area;Pike Preserve;0;0;0;0;0;0;0;Meehan,William X;Ranger Patrol;;(40.90275, -72.81406)
NYS-2013-0132;Cemetery Rd Fire;10/29/2013;10/29/2013;11/09/2013;1;1A;SUFFOLK;BROOKHAVEN;Miscellaneous; 9 - Timber - Medium Hardwood Litter;4;7.8;40.8427;-72.91658;Other Government;Warbler Woods;0;0;0;0;0;0;0;Nally,David X;911 Dispatch;;(40.8427, -72.91658)
NYS-2013-0131;Pages Way Fire;10/28/2013;10/28/2013;10/28/2013;5;5F;WASHINGTON;FORT ANN;Miscellaneous; 8 - Timber - Light Hardwood Litter;5;0.8;43.51548;-73.55254;Private Property;;0;0;0;0;0;1;0;Solan,John X;911 Dispatch;;(43.51548, -73.55254)
NYS-2013-0130;Biers Rd Fire;10/28/2013;10/28/2013;10/30/2013;4;4A;ALBANY;COEYMANS;Debris Burning; 8 - Timber - Light Hardwood Litter;5;12.7;42.5206;-73.90508;Private Property;;0;0;0;0;0;0;0;Glesmann,Karen ;DEC Dispatch;;(42.5206, -73.90508)
NYS-2013-0129;Preston Pond Fire ;10/26/2013;10/27/2013;10/27/2013;1;1A;SUFFOLK;RIVERHEAD;Incendiary; 5 - Brush - Continuous but Light;5;0.1;40.90438;-72.81693;Unique Area;Otis Pike;0;0;0;0;0;0;0;Pries,Joseph M;911 Dispatch;;(40.90438, -72.81693)
NYS-2013-0128;Ackerly Rd Fire;10/27/2013;10/27/2013;10/27/2013;4;4B;SCHOHARIE;CONESVILLE;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;3;42.22608;-74.16945;Private Property;;0;0;0;0;0;0;0;Henry,William ;911 Dispatch;;(42.22608, -74.16945)
NYS-2013-0127;Dean Hill Rd;10/27/2013;10/27/2013;10/29/2013;4;4A;COLUMBIA;CANAAN;Power line; 8 - Timber - Light Hardwood Litter;5;10.3;42.36429;-73.41209;Private Property;;0;0;0;0;0;0;0;DiCintio,Chris A;911 Dispatch;;(42.36429, -73.41209)
NYS-2013-0126;Mt Eve;10/21/2013;10/21/2013;11/05/2013;3;3B;ORANGE;WARWICK;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;4;147;41.30126;-74.41623;Private Property;;2,305;0;0;0;0;0;0;Sabo,Scott L;911 Dispatch;;(41.30126, -74.41623)
NYS-2013-0125;Weeping Native Fire;10/18/2013;10/18/2013;10/21/2013;1;1A;SUFFOLK;BABYLON;Miscellaneous; 9 - Timber - Medium Hardwood Litter;4;0.1;40.76789;-73.30291;State Forest/RF Area;Edgewood Preserve;0;0;0;0;0;0;0;Gallagher,Bryan ;911 Dispatch;;(40.76789, -73.30291)
NYS-2013-0124;Nubble Fire;10/10/2013;10/10/2013;10/13/2013;5;5C;ESSEX;KEENE;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.1;44.14466;-73.73555;Forest Preserve;Giant Mt Wilderness;0;0;0;0;0;0;0;Kostoss,Christopher ;DEC Dispatch;;(44.14466, -73.73555)
NYS-2013-0123;Truesdale Hill;10/04/2013;10/04/2013;10/10/2013;5;5E;WARREN;LAKE GEORGE;Smoking; 8 - Timber - Light Hardwood Litter;5;2;43.48196;-73.72842;Private Property;;0;0;0;0;0;0;0;Kabrehl,Charles J;911 Dispatch;;(43.48196, -73.72842)
NYS-2013-0122;Eveland Fire ;10/03/2013;10/03/2013;10/05/2013;8;8A;STEUBEN;COHOCTON;Equipment; 9 - Timber - Medium Hardwood Litter;4;11.2;42.51948;-77.39189;Private Property;;0;0;0;0;0;0;0;Carpenter,Timothy J;911 Dispatch;;(42.51948, -77.39189)
NYS-2013-0121;Deer Leaf Mountain;10/03/2013;10/03/2013;10/05/2013;5;5E;WARREN;STONY CREEK;Smoking; 8 - Timber - Light Hardwood Litter;5;0.3;43.4235;-73.88905;Private Property;;0;0;0;0;0;0;0;Donegan,Evan F;Fire Department;;(43.4235, -73.88905)
NYS-2013-0120;Alley Cat Pinebush ;10/03/2013;10/03/2013;10/03/2013;4;4A;ALBANY;GUILDERLAND;Prescribed Fire; 3 - Grass - Heavy;4;15;42.72986;-73.8813;Other Government;Albany Pine Bush Preserve;0;0;0;0;0;0;0;Glesmann,Karen ;Ranger Patrol;;(42.72986, -73.8813)
NYS-2013-0119;Huck Mound at Pinebush;10/02/2013;10/02/2013;10/02/2013;4;4A;ALBANY;ALBANY;Prescribed Fire; 5 - Brush - Continuous but Light;4;35;42.71361;-73.8613;Other Government;Pine Bush Nature Conservacy;0;0;0;0;0;0;0;Glesmann,Karen ;Ranger Patrol;;(42.71361, -73.8613)
NYS-2013-0118;Moose Pond Fire;09/26/2013;09/26/2013;09/28/2013;5;5C;ESSEX;ST ARMAND;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.1;44.37497;-74.05894;Forest Preserve;McKenzie Mt Wilderness;0;0;0;0;0;0;0;Burns,Kevin ;Fire Department;;(44.37497, -74.05894)
NYS-2013-0117;Perkins Clearing Fire;09/20/2013;09/20/2013;09/21/2013;5;5D;HAMILTON;LAKE PLEASANT;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.59634;-74.41657;Forest Preserve;Jessup River Wildforest;0;0;0;0;0;0;0;Kallen,David A;Other;;(43.59634, -74.41657)
NYS-2013-0116;Cedar Lake Fire;09/13/2013;09/13/2013;09/15/2013;5;5D;HAMILTON;LAKE PLEASANT;Campfire; 6 - Brush - Mixed/Regeneration;5;0.1;43.7179;-74.46848;Forest Preserve;West Canada;0;0;0;0;0;0;0;Lomnitzer,Bruce D;Ranger Patrol;;(43.7179, -74.46848)
NYS-2013-0115;Bald Mt Fire;09/08/2013;09/08/2013;09/12/2013;5;5B;ESSEX;ELIZABETHTOWN;Campfire; 8 - Timber - Light Hardwood Litter;5;0.2;44.15254;-73.63611;Forest Preserve;Giant Mountain Wilderness;0;0;0;0;0;0;0;Praczkajlo,Robert ;Ranger Patrol;n/a;(44.15254, -73.63611)
NYS-2013-0114;Clear Pond Fire;09/08/2013;09/08/2013;09/08/2013;5;5E;ESSEX;TICONDEROGA;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.1;43.83956;-73.59183;Forest Preserve;Pharoah Lakes Wilderness;0;0;0;0;0;0;0;Kabrehl,Charles J;Ranger Patrol;;(43.83956, -73.59183)
NYS-2013-0113;Sargent Pond Fire;08/23/2013;08/23/2013;08/25/2013;5;5A;HAMILTON;ARIETTA;Campfire; 5 - Brush - Continuous but Light;5;0.1;43.85972;-74.56647;Forest Preserve;Sargents Pond Wild Forest;0;0;0;0;0;0;0;Waters,James ;DEC Dispatch;;(43.85972, -74.56647)
NYS-2013-0112;Goose Pond;08/22/2013;08/22/2013;08/24/2013;5;5E;ESSEX;SCHROON;Campfire;10 - Timber  - Heavy Litter/Downed Fuels;5;0.3;43.83934;-73.67948;Wilderness Area;Pharoah Lake Wilderness;0;0;0;0;0;0;0;Perryman,Arthur C;Ranger Patrol;;(43.83934, -73.67948)
NYS-2013-0111;Johnson Pond Fire;08/19/2013;08/19/2013;08/23/2013;5;5E;ESSEX;NORTH HUDSON;Smoking;10 - Timber  - Heavy Litter/Downed Fuels;5;3;43.93263;-73.69293;Forest Preserve;Hammond Pond Wild Forest;0;0;0;0;0;0;0;Schroeder,Rick A;DEC Dispatch;;(43.93263, -73.69293)
NYS-2013-0110;Kings Road Red Trail;08/05/2013;08/05/2013;08/05/2013;4;4A;ALBANY;COLONIE;Incendiary; 2 - Grass - Understory;5;0.1;42.73868;-73.88692;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Glesmann,Karen ;Other;;(42.73868, -73.88692)
NYS-2013-0108;Spot 16 Fire;07/17/2013;07/17/2013;07/23/2013;1;1A;SUFFOLK;BROOKHAVEN;Incendiary; 7 - Brush - Understory;5;4.2;40.90941;-72.92995;Unique Area;Rocky Point NRMA;0;0;0;0;0;0;0;Thompson,Michael W;911 Dispatch;;(40.90941, -72.92995)
NYS-2013-0106;Lyon Mt Transformer;06/26/2013;06/26/2013;06/27/2013;5;5B;CLINTON;SARANAC;Lightning; 8 - Timber - Light Hardwood Litter;5;0.1;44.69561;-73.88247;Private Property;;0;0;0;0;0;0;0;Russell,David G;911 Dispatch;;(44.69561, -73.88247)
NYS-2013-0105;8th Lake Fire;06/01/2013;06/01/2013;06/03/2013;5;5D;HAMILTON;INLET;Campfire; 5 - Brush - Continuous but Light;5;0.1;43.78526;-74.69714;State Forest/RF Area;;0;0;0;0;0;0;0;Waters,James ;DEC Dispatch;;(43.78526, -74.69714)
NYS-2013-0104;Town Line Fires;05/30/2013;05/30/2013;05/30/2013;1;1A;SUFFOLK;SOUTHAMPTON;Equipment; 1 - Grass - Light;5;0.1;40.90744;-72.70177;Other Government;;0;0;0;0;0;0;0;Thompson,Michael W;911 Dispatch;;(40.90744, -72.70177)
NYS-2013-0103;Sarnoff 5 Fire;05/13/2013;05/21/2013;05/13/2013;1;1A;SUFFOLK;SOUTHAMPTON;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;40.89957;-72.65264;State Forest/RF Area;Sarnoff Preserve;0;0;0;0;0;0;0;Gallagher,Bryan ;Fire Department;;(40.89957, -72.65264)
NYS-2013-0102;powerline prescribed burn;05/17/2013;05/17/2013;05/17/2013;4;4B;ALBANY;ALBANY;Prescribed Fire; 1 - Grass - Light;1;3.8;42.71376;-73.88569;Other Government;Albany Pine Bush;0;0;0;0;0;0;0;Edmunds,Thomas R;Other;N/A;(42.71376, -73.88569)
NYS-2013-0101;Hungary Hollow Fire;05/17/2013;05/17/2013;05/17/2013;9;9A;CATTARAUGUS;LITTLE VALLEY;Miscellaneous; 9 - Timber - Medium Hardwood Litter;5;1;42.21668;-78.70116;Private Property;;0;0;0;0;0;0;0;Rogers,Robert C;911 Dispatch;;(42.21668, -78.70116)
NYS-2013-0100;Warrenburg Road Fire;05/16/2013;05/16/2013;05/25/2013;5;5E;WARREN;STONY CREEK;Power line; 8 - Timber - Light Hardwood Litter;5;5;43.41339;-73.90394;Private Property;;0;0;0;0;0;0;0;St. Claire,Mark R;Ranger Patrol;;(43.41339, -73.90394)
NYS-2013-0099;Pine Mountain Fire;05/16/2013;05/16/2013;05/27/2013;5;5E;WARREN;WARRENSBURG;Lightning; 9 - Timber - Medium Hardwood Litter;4;16.8;43.46688;-73.81283;Forest Preserve;Lake George WF;0;0;0;0;0;0;0;Donegan,Evan F;911 Dispatch;;(43.46688, -73.81283)
NYS-2013-0098;North Creek Airport Fire;05/16/2013;05/16/2013;05/17/2013;5;5E;WARREN;JOHNSBURG;Power line; 8 - Timber - Light Hardwood Litter;5;1.5;43.6902;-73.9731;Private Property;;0;0;0;0;0;0;0;Kabrehl,Charles J;911 Dispatch;;(43.6902, -73.9731)
NYS-2013-0097;Eagle Lake Fire;05/16/2013;05/16/2013;05/16/2013;5;5E;ESSEX;TICONDEROGA;Power line; 8 - Timber - Light Hardwood Litter;5;0.5;43.88016;-73.56219;Private Property;;0;0;0;0;0;0;0;Kabrehl,Charles J;DEC Dispatch;;(43.88016, -73.56219)
NYS-2013-0096;Windmill Fire;05/15/2013;05/15/2013;05/15/2013;8;8A;STEUBEN;COHOCTON;Incendiary; 1 - Grass - Light;5;3.5;42.5119;-77.53228;Private Property;;0;0;0;0;0;0;0;Carpenter,Timothy J;911 Dispatch;;(42.5119, -77.53228)
NYS-2013-0095;River Rd North RX;05/13/2013;05/13/2013;05/14/2013;1;1A;SUFFOLK;RIVERHEAD;Prescribed Fire; 1 - Grass - Light;4;33;40.90789;-72.76009;State Forest/RF Area;River Rd North RX;0;0;0;0;0;0;0;Gallagher,Bryan ;Ranger Patrol;;(40.90789, -72.76009)
NYS-2013-0094;Sampson Pond Fire;05/10/2013;05/10/2013;05/14/2013;6;6A;ST LAWRENCE;COLTON;Lightning; 9 - Timber - Medium Hardwood Litter;4;6.8;44.26559;-74.72669;Private Property;;0;0;0;0;0;0;0;Benzel,William ;Other;;(44.26559, -74.72669)
NYS-2013-0093;Wanakena Burn;05/09/2013;05/09/2013;05/09/2013;6;6A;ST LAWRENCE;FINE;Prescribed Fire; 1 - Grass - Light;5;0.6;44.15543;-74.90069;Private Property;Wanakena Ranger School;0;0;0;0;0;0;0;Meehan,William X;DEC Dispatch;;(44.15543, -74.90069)
NYS-2013-0092;Plattsburgh State Field House;05/08/2013;05/08/2013;05/09/2013;5;5B;CLINTON;PLATTSBURGH;Incendiary; 9 - Timber - Medium Hardwood Litter;4;0.4;44.67498;-73.47594;Private Property;;0;0;0;0;0;0;0;Bronson,Glen A;Other;;(44.67498, -73.47594)
NYS-2013-0091;Kingsley Road Fire;05/08/2013;05/08/2013;05/09/2013;6;6A;ST LAWRENCE;HOPKINTON;Incendiary; 7 - Brush - Understory;4;5.1;44.38506;-74.46446;State Forest/RF Area;Whiskey Flats State Forest;0;0;0;0;0;0;0;Terry,Jay ;Ranger Patrol;;(44.38506, -74.46446)
NYS-2013-0090;Babykin;05/08/2013;05/08/2013;05/10/2013;5;5B;FRANKLIN;BRANDON;Debris Burning; 9 - Timber - Medium Hardwood Litter;4;3;44.71641;-74.42534;Private Property;;0;0;0;0;0;1;0;Gliddi,Thomas ;Ranger Patrol;;(44.71641, -74.42534)
NYS-2013-0089;Across The River Fire;05/08/2013;05/08/2013;05/08/2013;5;5F;WASHINGTON;EASTON;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.10293;-73.57304;Private Property;;0;0;0;0;0;0;0;Solan,John X;Ranger Patrol;;(43.10293, -73.57304)
NYS-2013-0088;Clark Road Fire;05/07/2013;05/07/2013;05/08/2013;5;5F;SARATOGA;PROVIDENCE;Campfire; 8 - Timber - Light Hardwood Litter;5;1.5;43.09284;-73.97377;Private Property;;0;0;0;0;0;0;0;Goetke,Anthony G;911 Dispatch;;(43.09284, -73.97377)
NYS-2013-0087;Swan Hill Fire;05/06/2013;05/06/2013;05/07/2013;8;8A;SCHUYLER;CATHARINE;Campfire; 8 - Timber - Light Hardwood Litter;4;2;42.32481;-76.70632;Wildlife Management Area;Connecticut Hill;0;0;0;0;0;0;0;Meehan,William X;911 Dispatch;;(42.32481, -76.70632)
NYS-2013-0086;Rogers Lane Fire;05/06/2013;05/06/2013;05/09/2013;5;5B;ESSEX;CHESTERFIELD;Power line; 8 - Timber - Light Hardwood Litter;5;1;44.4931;-73.4687;Private Property;;0;0;0;0;0;0;0;Fox,Daniel ;Ranger Patrol;;(44.4931, -73.4687)
NYS-2013-0085;1030 Valley Falls Rd Fire;05/06/2013;05/06/2013;05/08/2013;4;4A;RENSSELAER;PITTSTOWN;Debris Burning; 7 - Brush - Understory;4;1.5;42.88611;-73.56843;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.88611, -73.56843)
NYS-2013-0084;Bull Run Fire;05/06/2013;05/06/2013;05/07/2013;7;7A;OSWEGO;ALBION;Debris Burning;11 - Slash - Light;4;0.1;43.48047;-76.09068;Private Property;na;0;0;0;0;0;0;0;Jackson,Scott ;911 Dispatch;na;(43.48047, -76.09068)
NYS-2013-0083;Butternut Creek Fire;05/05/2013;05/06/2013;05/05/2013;7;7A;ONONDAGA;LAFAYETTE;Children; 3 - Grass - Heavy;4;24.1;42.88578;-76.08379;Private Property;N/A;0;0;1;0;0;0;0;McPherson,James ;Supervisor;N/A;(42.88578, -76.08379)
NYS-2013-0082;RP 5 Fire;05/01/2013;05/01/2013;05/03/2013;1;1A;SUFFOLK;BROOKHAVEN;Incendiary; 6 - Brush - Mixed/Regeneration;5;1;40.9207;-72.94124;State Forest/RF Area;Rocky Point;0;0;0;0;0;0;0;Slade,Kevin M;Fire Department;;(40.9207, -72.94124)
NYS-2013-0081;Castine Fire;05/04/2013;05/04/2013;05/04/2013;5;5B;CLINTON;CHAMPLAIN;Debris Burning; 9 - Timber - Medium Hardwood Litter;3;2.6;44.93697;-73.47903;Private Property;;0;0;0;0;0;0;0;Bronson,Glen A;911 Dispatch;;(44.93697, -73.47903)
NYS-2013-0080;Route 86 Fire;05/05/2013;05/05/2013;05/06/2013;5;5A;FRANKLIN;HARRIETSTOWN;Incendiary; 1 - Grass - Light;5;0.1;44.3482;-74.1445;Private Property;;0;0;0;0;0;0;0;Fox,Daniel ;Ranger Patrol;;(44.3482, -74.1445)
NYS-2013-0079;Six Mile Fire;05/05/2013;05/05/2013;05/06/2013;5;5A;HAMILTON;LONG LAKE;Power line; 8 - Timber - Light Hardwood Litter;5;0.3;43.97884;-74.34559;Conservation Easement;;0;0;0;0;0;0;0;Jeffery,Delbert W;911 Dispatch;;(43.97884, -74.34559)
NYS-2013-0078;Griffin Fire;05/05/2013;05/04/2013;05/08/2013;5;5F;WASHINGTON;SALEM;Equipment; 8 - Timber - Light Hardwood Litter;4;0.1;43.16188;-73.38706;Private Property;;0;0;0;0;0;0;0;Bodnar,Michael J;911 Dispatch;;(43.16188, -73.38706)
NYS-2013-0077;Best Road Fire;05/05/2013;05/05/2013;05/07/2013;4;4A;RENSSELAER;EAST GREENBUSH;Debris Burning; 8 - Timber - Light Hardwood Litter;4;4.7;42.63306;-73.66493;Private Property;;0;0;0;0;0;0;0;Hess,Joseph C;911 Dispatch;;(42.63306, -73.66493)
NYS-2013-0076;Caldwell Fire;05/05/2013;05/05/2013;05/05/2013;6;6C;HERKIMER;SCHUYLER;Campfire; 9 - Timber - Medium Hardwood Litter;5;0.4;43.08936;-75.03493;State Forest/RF Area;Steuben Hill State Forest;0;0;0;0;0;0;0;Pickett,Adam ;911 Dispatch;;(43.08936, -75.03493)
NYS-2013-0075;Greene 29 Fire;05/05/2013;05/05/2013;05/06/2013;4;4A;GREENE;NEW BALTIMORE;Campfire; 9 - Timber - Medium Hardwood Litter;4;0.3;42.38111;-73.80874;Forest Preserve;Greene 29;0;0;0;0;0;0;0;Nelson,Christine X;911 Dispatch;;(42.38111, -73.80874)
NYS-2013-0074;Wooded Way Fire;04/30/2013;05/05/2013;04/30/2013;1;1A;SUFFOLK;BROOKHAVEN;Children; 9 - Timber - Medium Hardwood Litter;5;0.3;40.90264;-72.7375;State Forest/RF Area;Peconic Headwaters;0;0;0;0;0;0;0;Gallagher,Bryan ;911 Dispatch;;(40.90264, -72.7375)
NYS-2013-0073;Lomber Road Fire ;05/05/2013;05/05/2013;05/07/2013;6;6B;LEWIS;WATSON;Incendiary; 9 - Timber - Medium Hardwood Litter;4;2.7;43.81612;-75.38505;State Forest/RF Area;Indian Pipe;0;0;0;0;0;0;0;Candee,Martin ;911 Dispatch;;(43.81612, -75.38505)
NYS-2013-0072;Windy Hill Fire;05/05/2013;05/05/2013;05/08/2013;5;5F;WASHINGTON;EASTON;Debris Burning; 8 - Timber - Light Hardwood Litter;5;2;43.1123;-73.55978;Private Property;;0;0;0;0;0;0;0;Solan,John X;911 Dispatch;;(43.1123, -73.55978)
NYS-2013-0071;Cemetary Road Fire;05/05/2013;05/05/2013;05/09/2013;5;5B;FRANKLIN;MOIRA;Incendiary; 2 - Grass - Understory;5;7.9;44.87642;-74.50294;Private Property;;0;0;0;0;0;0;0;Russell,David G;911 Dispatch;;(44.87642, -74.50294)
NYS-2013-0070;Green Point Fire;05/05/2013;05/05/2013;05/06/2013;5;5D;HAMILTON;LONG LAKE;Debris Burning; 7 - Brush - Understory;5;1;43.85366;-74.66544;Private Property;;0;0;0;0;0;0;0;Scott,Jason S;Fire Department;;(43.85366, -74.66544)
NYS-2013-0069;Big Hollow Fire;05/05/2013;05/05/2013;05/05/2013;9;9A;ALLEGANY;BURNS;Incendiary; 8 - Timber - Light Hardwood Litter;4;4.9;42.41489;-77.75079;Private Property;;0;0;0;0;0;0;0;Thaine,Justin T;911 Dispatch;;(42.41489, -77.75079)
NYS-2013-0068;Mager Fire;05/05/2013;05/05/2013;05/05/2013;4;4B;DELAWARE;MIDDLETOWN;Power line; 8 - Timber - Light Hardwood Litter;5;0.2;42.20719;-74.60545;Private Property;;0;0;0;0;0;0;0;Bink,Joseph L;911 Dispatch;;(42.20719, -74.60545)
NYS-2013-0066;Hunts Pond;05/05/2013;05/05/2013;05/05/2013;7;7A;CHENANGO;NEW BERLIN;Debris Burning; 1 - Grass - Light;5;0.1;42.58507;-75.37373;Private Property;Hunts Pond State Forest;0;0;0;0;0;0;0;Oldroyd,Jeremy M;911 Dispatch;na;(42.58507, -75.37373)
NYS-2013-0065;Sunrise Mountain Fire;05/05/2013;05/05/2013;05/05/2013;4;4B;DELAWARE;KORTRIGHT;Debris Burning; 9 - Timber - Medium Hardwood Litter;5;1;42.40051;-74.78197;Private Property;;0;0;0;0;0;0;0;Henry,William ;911 Dispatch;;(42.40051, -74.78197)
NYS-2013-0064;Dickinson Fire;05/04/2013;05/04/2013;05/06/2013;5;5B;FRANKLIN;DICKINSON;Smoking; 8 - Timber - Light Hardwood Litter;5;3.6;44.69675;-74.54393;Private Property;;0;0;0;0;0;0;0;Russell,David G;911 Dispatch;;(44.69675, -74.54393)
NYS-2013-0063;Tamarack Lake Rd Fire;05/04/2013;05/04/2013;05/05/2013;6;6C;HERKIMER;WEBB;Structure; 8 - Timber - Light Hardwood Litter;4;2.2;43.66646;-75.08538;Private Property;;0;0;0;0;0;0;0;Richardson,Charles ;911 Dispatch;;(43.66646, -75.08538)
NYS-2013-0062;Englemore Rd Fire;05/04/2013;05/04/2013;05/05/2013;5;5F;SARATOGA;CLIFTON PARK;Smoking; 8 - Timber - Light Hardwood Litter;5;0.8;42.82874;-73.8168;Private Property;;0;0;0;0;0;0;0;Goetke,Anthony G;911 Dispatch;;(42.82874, -73.8168)
NYS-2013-0061;Shin Hollow Rd Fire;05/04/2013;05/04/2013;05/06/2013;3;3B;ORANGE;DEERPARK;Equipment; 9 - Timber - Medium Hardwood Litter;5;5;41.39519;-74.63419;Private Property;;33;0;0;0;0;0;0;Slingerland,David ;911 Dispatch;;(41.39519, -74.63419)
NYS-2013-0060;Bagley Fire;05/04/2013;05/04/2013;05/04/2013;7;7A;OSWEGO;PARISH;Debris Burning; 8 - Timber - Light Hardwood Litter;5;0.1;43.42609;-76.06158;Private Property;na;0;0;0;0;1;0;0;Jackson,Scott ;911 Dispatch;na;(43.42609, -76.06158)
NYS-2013-0059;Austin Rd. Fire;05/03/2013;05/03/2013;05/03/2013;6;6B;LEWIS;WATSON;Campfire; 8 - Timber - Light Hardwood Litter;5;0.1;43.74883;-75.33499;State Forest/RF Area;Independence River State Forest;0;0;0;0;0;0;0;Hubschmitt,Michael ;Ranger Patrol;;(43.74883, -75.33499)
NYS-2013-0058;Sleeping Beauty Fire;05/03/2013;05/03/2013;05/08/2013;5;5F;WASHINGTON;FORT ANN;Incendiary; 8 - Timber - Light Hardwood Litter;5;6;43.55827;-73.54961;Forest Preserve;Lake George Wild Forest;0;0;0;0;0;0;0;Laczko,Jaime ;911 Dispatch;;(43.55827, -73.54961)
NYS-2013-0057;City of Rome;05/03/2013;05/03/2013;05/05/2013;6;6C;ONEIDA;ROME;Debris Burning; 8 - Timber - Light Hardwood Litter;4;2.2;43.23309;-75.58349;Unique Area;Rome Sand Plains;0;0;0;0;0;0;0;Cornell,David ;911 Dispatch;;(43.23309, -75.58349)
NYS-2013-0056;Camp Read Fire;05/03/2013;05/03/2013;05/06/2013;5;5E;WARREN;HORICON;Debris Burning; 8 - Timber - Light Hardwood Litter;5;3.4;43.75731;-73.64897;Private Property;;0;0;0;0;0;20;0;Kabrehl,Charles J;911 Dispatch;;(43.75731, -73.64897)
NYS-2013-0055;Hawthorn Valley Fire;05/03/2013;05/03/2013;05/04/2013;4;4A;COLUMBIA;HILLSDALE;Smoking; 8 - Timber - Light Hardwood Litter;5;1;42.26826;-73.59048;Private Property;;0;0;0;0;0;0;0;DiCintio,Chris A;911 Dispatch;;(42.26826, -73.59048)
